latitude,longitude,value
40.37270059423681,-96.68570814313266,0.6494221523080015
43.25357153204958,-90.6358958873622,0.2588979754965342
42.15996970905702,-93.85644018923674,0.31314009986622965
41.493292420985185,-91.91429308835298,0.8289879319689555
39.280093202212186,-87.92433526073907,0.624500341761713
39.27997260168101,-94.50707770851125,0.20643793613164077
38.790418060841,-92.8961707696437,0.2710300800062225
42.830880728874675,-89.44448861456951,0.664451238375639
41.50557505871605,-94.71201834508378,0.2035431086923531
42.040362888980226,-96.23020090171207,0.31256563599224907
38.60292247147901,-94.10248547086232,0.5841136525566103
43.34954926080997,-95.38778712745996,0.6843266383848853
42.66221320400211,-87.70302347657427,0.6563728816518204
39.56169555339138,-88.91879620435583,0.35698851662239184
39.4091248360355,-90.66596243489576,0.6985254549432751
39.417022549267166,-88.28539409812282,0.36607436124776005
40.02121121479769,-88.96327923100885,0.42777978871148736
41.12378215816119,-95.13429941113964,0.7225439835826168
40.65972509321058,-88.07441001510023,0.6547430293330503
39.95614570099021,-91.60657758084349,0.7944563873459245
41.5592644736119,-88.92559844835938,0.6603290246102403
39.197469303260206,-88.03908700076506,0.5978160223348301
39.96072324267609,-93.81996525028136,0.26557233747966474
40.33180921646846,-95.89948075472323,0.4574010621416035
40.78034992108518,-94.72064837458058,0.3856416573772078
42.42587980696507,-92.72892211373744,0.3707927503653585
39.4983689107918,-88.81985234077507,0.881107388326712
41.07117219206806,-88.39269416743656,0.47516840726673226
41.462072844310214,-96.93047869468809,0.8244325886239792
38.73225206359999,-91.89252697422434,0.641797038198084
41.53772425950719,-92.82588996851221,0.7563679124791538
39.35262061843646,-94.7789218952927,0.5518459651736345
38.8252579649264,-95.80134632666318,0.6038327192384514
43.24442768626667,-93.62384828596372,0.5447623856732047
43.32816016537279,-87.5709029608748,0.33667009145863114
42.5419867405823,-93.76797067979244,0.7057164806830538
40.02306884586685,-91.81209378256634,0.39654065370859903
38.98836057003192,-89.96981041104823,0.2170211765020177
41.92116513256079,-93.36370397620706,0.6518306071350175
40.70076246869801,-87.28217917279039,0.3239774755849343
39.11019117422389,-87.37552705057888,0.8583210090470399
40.97588455055635,-94.48217704174635,0.8677500039018111
38.67194260557609,-92.02751494107615,0.840405073154314
43.04660201039391,-93.9912169018323,0.4591110901788111
39.793899908000085,-94.15159505622532,0.21081963157020722
41.81261142176991,-96.63113052645467,0.8498229938114077
40.05855538044705,-90.90435666020103,0.49972890382212004
41.10034010588905,-91.97320976771138,0.8766583733305686
41.2335513967164,-96.4852124875001,0.8745339839624771
39.42427227762764,-94.21353535763389,0.7971066188271521
43.34792313882279,-87.91734114033346,0.40611422444871
42.375664116805574,-94.60438109333028,0.4695684100213477
43.197494707820944,-95.55105127908777,0.7957956700617999
42.97413675213824,-92.10547239722437,0.4218454036093944
41.48949989405543,-87.143495458894,0.31864492268026473
43.109371175115584,-94.57944728488499,0.5897608837208451
38.942462510259595,-90.27864452594122,0.8553083419125467
39.47991431209572,-89.38380384671282,0.6872208576724811
38.726136444552694,-94.62362456007601,0.5990428190625554
40.126651653816324,-89.71783651388141,0.268023545639538
40.44338644844741,-93.32216867280746,0.6305050586894188
39.85674515886948,-90.67694169406421,0.8930376950729844
42.64368754575965,-90.66470289239105,0.29805881066556683
40.28376663346795,-91.64225315925242,0.5628307566546157
39.904672548436906,-96.09710229945591,0.8141611503495687
41.213480415791246,-88.64697504410762,0.7185380324279431
39.20462112487381,-93.79219935028264,0.6879110186966876
42.5109849037702,-95.13481489600146,0.6917388587909765
38.872753218398856,-96.59224858445236,0.45164380585382863
43.434434683002586,-91.09107056811759,0.40551429098514535
42.361223846483284,-90.22435638157718,0.7665528088349596
39.49357840767086,-96.83412171072143,0.7670793762754264
38.527610585618014,-91.87906941700719,0.8069506230060726
42.57730714227417,-94.73504224802062,0.8392683867895299
42.03428671923808,-90.5482720959055,0.5579396792026565
42.14503584020494,-95.25633570995008,0.5510614062810397
42.356351733429726,-90.09062261897535,0.7588066252767425
38.87022325867045,-93.13264653699463,0.6549747515444355
40.292328642721365,-87.63270011263265,0.6913768140803923
39.07934529762565,-95.62479055854007,0.7570548686052707
42.815517129377966,-93.58933648949741,0.8230037392722964
41.61649063413779,-95.86526478759411,0.43659660979607506
40.15449012426325,-87.75306381721437,0.4629080668479608
38.81779175143012,-88.22660646619019,0.2657873578886083
40.05491160857831,-94.42058372284845,0.6047960986973218
40.125916610133736,-90.4001595396582,0.22515959165771948
42.14803089169032,-88.82777799798784,0.5259186126927221
41.68778735677606,-91.44799188400538,0.5798512442953037
42.936063712881634,-91.70349421643994,0.40057887648979906
40.86107462580975,-94.58147709099548,0.6135832823983075
39.09797122969151,-96.068972321941,0.2213501749573346
42.06622393611497,-88.02784242046673,0.2261437321244501
42.303925243084485,-87.9958194283667,0.7758203924617608
41.306385987847484,-90.66898542726732,0.45213344898788405
42.35483589977281,-93.609702089513,0.28894235885631936
40.96897798182195,-93.50790425387339,0.565570282038363
41.11366414690997,-89.7404432112976,0.7389954871690276
40.637705091792746,-88.02889740047422,0.3510747192477902
38.62709563372048,-88.12913575734882,0.6360233330733002
39.039457134966526,-89.20124454142376,0.2597432254956376
